Date,A_OC_GOOGLE_SHOPPING,C_DIV_BUY_CONNECTEDl21_0p0_0d0_06,C_DIV_BUY_ESSENTIALSl21_0p0_0d0_12,C_DIV_BUY_PREMIUMl21_0p0_0d0_06,C_DIV_BUY_SSl21_0p0_0d0_06,C_DIV_CONN_DATAl21_0p0_0d0_12,C_DIV_CONN_REMOTEl21_0p0_0d0_12,C_DIV_CONN_TRYl21_0p0_0d0_12,C_DIV_GETNOW_CONNl21_0p0_0d0_12,C_DIV_GETNOW_ESSl21_0p0_0d0_12,C_DIV_GETNOW_PREMl21_0p0_0d0_12,C_DIV_GETNOW_SSl21_0p0_0d0_12,C_PP_PKG_APP_ACCESSl21_0p0_0d0_06,C_PP_PKG_CONNECTEDl21_0p0_0d0_12,C_PP_PKG_ESSl21_0p0_0d0_12,C_PP_PKG_PREMl21_0p0_0d0_0,C_PP_PKG_REMOTEl21_0p0_0d0_0,C_PP_PKG_SCl21_0p0_0d0_06,C_PP_PKG_SSl21_0p0_0d0_06,DIV_GMOC_SHOP_ESSl21_0p0_0d0_0,DIV_GMOC_SHOP_SSl21_0p0_0d0_0,DIV_PKG_CONN_SERVICESl21_0p0_0d0_12,DIV_PKG_SS_ROADSIDEl21_0p0_0d0_12,DIV_PLANPAGE_ESSl21_0p0_0d0_0,DIV_PLANPAGE_HOMEl21_0p0_0d0_0,DIV_WYG_PPl21_0p0_0d0_0,OC_APP_Accessl21_0p0_0d0_12,OC_PAGE_PREFPLl21_0p0_0d0_12,OC_PAGE_PREMl21_0p0_0d0_12,SC_BUYNOWl21_0p0_0d0_06,SC_HOMEPAGEl21_0p0_0d0_12,SC_SHOPNOWl21_0p0_0d0_12,Is_Holiday,Is_NYE
12/2/2023,1273,-1.423461688,-0.657174232,-0.965872317,-0.477046498,-0.816047426,0.110524557,0.194207867,-0.568627919,5.531547365,0.448016459,-0.539449785,-0.840832334,-1.141801996,-1.47538863,-1.462131454,-0.19646095,0.144021801,-1.533215506,0.171943635,-0.112303154,-0.679336764,0.58964633,1.318538751,-0.867671652,-0.870283274,-0.708152121,-1.079364291,-0.7320495,-0.133614193,0.248443185,0.553890256,0,0
12/3/2023,927,-1.797509011,-1.145492046,-1.822314529,-1.682129896,-1.066727346,-0.774666334,-0.652606311,-1.145133585,5.476776157,0.165848699,-0.615667455,-0.752610603,-0.930483268,-1.367955428,-1.429359448,-0.279203016,-0.887345667,-1.312211469,0.061265789,-0.465947124,-1.202792714,0.928031745,1.227806851,-1.344138307,-0.907814885,-1.915895555,-1.394311834,-1.284558942,-0.084990561,0.591737624,0.65710281,0,0
12/4/2023,1230,-1.036516182,-1.104456936,-1.08902087,-1.418588293,0.121980664,-0.503398158,0.41767272,-0.028252037,4.651986204,0.268948458,-0.52674684,0.647328974,-1.109936473,-0.963207085,-1.418435446,0.093136281,0.053902314,-1.205162639,0.140166988,-0.086181724,-0.45425933,1.717211429,1.506369703,-0.512856058,0.702093697,-0.506338716,-0.923327123,-0.663831592,0.725403305,1.9567417,0.65710281,0,0
12/5/2023,1251,-0.482815587,-0.88697085,-0.538210977,-0.835192779,-0.136785705,0.074831376,1.440906519,-0.358132663,4.394239344,0.556542521,-0.710450968,0.498745006,-0.631953637,0.58083289,-1.232727414,0.362047994,0.113981972,0.612940884,0.111632856,-0.289125139,0.0295278,0.632523934,1.569245318,-0.122558905,1.061607025,-0.6725995,-0.58672003,-0.425068913,-0.846760795,0.379222019,-1.063106422,0,0
12/6/2023,1411,-0.22208802,-0.554586456,-0.34005376,-0.013033078,0.421179279,0.674476817,-0.217437914,-0.650312646,4.254089489,0.40822357,-0.489615155,0.020490358,-0.86507509,-0.426041074,-0.697451323,0.031079731,-0.637013757,-0.055251009,0.179293336,-0.084172383,0.040163643,1.534691899,1.445881769,-0.512856058,0.320851542,-1.250852417,-0.752481894,-0.25322652,-0.133614193,0.783819036,-0.409426914,0,0
12/7/2023,1380,-0.807112774,0.91857401,-0.106071508,-0.303604588,-1.12333249,0.917190449,0.158923943,-0.717859631,4.360410069,1.336121396,-1.022161695,0.108712089,-1.068008154,0.368464932,-0.194947237,0.196563863,0.319254138,-0.533517558,0.223175373,0.022322676,-0.747463651,0.92107862,1.354353975,-0.492580881,0.101587919,-0.164928992,-0.588488156,0.45332934,-0.084990561,1.163895021,-1.166318976,0,0
12/12/2023,1564,-0.244199192,-0.037544064,-0.092637121,-0.549126253,-0.104439909,1.652469978,0.229491792,-0.683300708,0.468432478,0.952662645,-1.016298797,0.347839413,-0.12378241,0.66827852,1.044926974,0.755072807,-0.371661933,0.476539955,0.288890344,-0.206742169,0.603000958,0.441312997,-0.25812699,0.967231849,0.672463478,-0.118396885,-0.626723893,0.16979866,-0.084990561,0.99633464,-0.409426914,0,0
12/13/2023,1710,0.713030288,-0.480723257,-0.148613736,1.126728043,-0.767528731,0.488872276,0.817557193,0.106841934,0.039928323,1.706918772,-0.909789489,1.174337736,-0.469271759,0.378458719,1.088622982,0.196563863,-0.917385496,-0.669918487,0.137356808,-0.242910302,1.020673388,0.365408049,-0.242209113,1.651519066,0.50653425,-0.037880657,-0.540085692,0.193063191,0.725403305,0.971813609,1.413994873,0,0
12/14/2023,1347,-0.567575079,-0.825418185,-0.823691715,-0.010780585,-0.662404894,0.16049501,-0.288005762,-0.309435999,0.004488129,0.26713969,-0.65377629,-0.866370203,-0.860043692,-0.59593544,0.597042898,0.113821797,-0.196429596,-0.483446331,0.185994534,-0.140433924,-0.092640667,0.188103363,-0.386265902,0.075124069,-0.226319841,-0.941858318,-0.655897981,-0.526468902,-0.846760795,0.154445899,-0.099789252,0,0
12/15/2023,1487,-0.463468312,0.163527978,2.270695571,-0.535611299,-0.638145547,-0.217852709,0.158923943,0.454002021,-0.040617571,0.263522155,-1.064179128,0.169074326,-0.942223197,-0.458520879,0.831908938,-0.1344044,0.349293967,-0.036258475,-0.002719841,-0.248938324,-0.121961099,0.413500497,-0.191271906,-0.335448261,-0.398175113,-0.751024399,-0.726402028,-0.548899246,2.297567406,0.260703701,1.413994873,0,0
12/16/2023,1177,-0.866997198,-0.431481124,-0.619936835,-0.562641207,-0.031661868,-0.617616337,1.699655296,0.238794185,-0.005177378,0.420884944,-0.848229063,-0.45776429,-1.618107699,-1.178073489,-0.227719243,-0.465372664,-0.371661933,-0.959986286,-0.134582119,-0.216788872,-0.152143897,0.370622893,-0.367164449,-1.156592922,-1.004606935,-1.13321507,-0.937472135,-0.682461754,-0.749513531,0.387395696,0.760315364,0,0
12/17/2023,973,-0.891872266,-1.646120394,-0.860636281,-2.026761222,-0.363206279,0.767279088,0.699944113,-1.094866061,-0.201709359,0.482383045,-1.08469927,-0.847797207,-1.153541925,-1.080634073,-0.260491248,-0.672227828,-1.167717405,0.105322236,-0.130907269,-0.50814328,-0.955006317,-0.130581532,-0.430040064,-1.369482278,-1.097448288,-1.118052923,-0.928852518,-1.107247994,0.676779674,1.012681995,1.517207427,0,0
12/18/2023,1249,-0.799742383,-1.063421825,-0.975948108,-0.199989941,-0.613886199,0.046276831,-0.617322387,-0.386408145,-0.225873127,0.71390531,-0.848229063,-1.79734163,-0.710778876,-0.620919906,0.853756942,0.113821797,-0.211449511,-0.863297019,-0.086376729,-0.37351745,-0.29615896,0.201430186,-0.331349225,-0.715607826,-0.388298373,-1.123281249,-1.123788471,-0.838732668,-0.846760795,0.473219306,-0.959893868,0,0
12/19/2023,1530,-0.287500236,-0.156545884,-0.702782226,-0.422986682,0.776983037,0.296129098,-0.464425382,0.424155679,-0.225873127,0.695817633,-0.913698087,-0.111842239,-0.162356464,-0.256146708,0.973920962,0.941242455,-0.401701762,-0.062157385,-0.033847985,-0.033938865,0.922651159,1.146475755,-0.315431348,0.379251721,0.591474212,0.221444341,-0.451458348,-0.024381391,-0.944008059,0.706169103,-1.26953153,0,0
12/20/2023,1344,0.341746861,-0.058061619,-0.35012955,-0.21800988,-1.074813795,1.231290442,0.452956644,0.469710623,-0.427237862,1.323460022,-0.974281364,0.456955764,0.359231824,0.530863959,1.296179017,0.279305929,-0.416721676,1.457245369,0.160919084,-0.052022931,1.093974468,0.544451017,-0.32816565,0.794892846,0.929258712,-0.152903841,-0.37896516,-0.200023967,0.676779674,1.662489324,1.310782319,0,0
12/21/2023,1126,-0.129036838,0.044526157,-0.106071508,-0.317119542,0.906366222,-0.267823163,-0.617322387,0.739898564,-0.088945107,1.670743419,0.436722679,-1.372484345,-0.465917493,-0.066264769,1.378109031,-0.030976818,-0.667053586,1.458971963,-0.066921639,0.008257291,1.371368753,2.212042157,-0.226291235,0.445146046,0.692216958,-1.393585732,-0.55710391,-0.387530526,0.774026937,0.751124327,0.760315364,0,0
12/22/2023,1027,-0.804348878,-0.969041071,-0.484473427,-0.774375486,0.971057815,-0.10363453,0.123640019,1.126330155,0.478097985,1.025013353,0.728890413,0.025133607,-0.613505176,0.788203955,0.340328854,-0.19646095,-0.93240541,0.07251695,-0.104967148,-0.204732828,1.087937909,1.842947106,-0.261310565,-0.168178052,-0.038661785,-0.933492995,-1.108759395,-0.985456783,-0.846760795,0.424177243,-1.063106422,0,0
12/23/2023,1061,-1.073368135,-1.912848612,-1.067749757,-1.815026943,0.542476015,-0.953132239,-0.946639012,-0.087944721,-0.707537572,1.169714768,0.010685447,-0.81297284,-0.82817817,-1.535351347,-0.320573259,-0.424001631,-1.197757235,-1.650623901,-0.059571938,-0.230854257,-0.243554656,0.904275235,-0.426060595,-1.278243983,-1.219919862,-1.423387193,-1.188988137,-0.695808736,-0.133614193,0.195314284,-0.409426914,1,0
12/24/2023,813,-1.455707147,-1.498393996,-1.157312341,-1.76321962,-1.931977395,-0.346348161,-1.381807409,-0.670733827,-0.333804625,1.015969514,0.069314424,-1.913422855,-2.111184731,-2.077514251,-1.041557382,-1.065252641,-1.212777149,-2.180688271,-0.116640202,-0.542302072,-1.735447231,0.090180186,-0.486548528,-1.734435461,-2.140432008,-2.484214651,-1.428569286,-1.366401895,0.725403305,0.375135181,0.553890256,1,0
12/25/2023,763,-1.616013143,-1.847192435,-1.552507244,-1.756462143,-0.403638524,-1.153014053,-1.711124034,-0.879658224,-0.593162403,0.135099649,-0.132955546,-1.743944266,-2.849123145,-2.482262594,-0.954165367,-1.044567124,-0.46178142,-2.206587181,-0.135879125,-0.825619117,-2.621671665,0.07743279,-0.542261099,-2.251452469,-2.529575555,-2.315862536,-1.777553264,-1.551683957,-0.036366929,-0.213369571,-1.063106422,1,0
12/26/2023,1294,-0.656941065,-0.870556806,-1.352110962,-0.292342127,0.825501732,0.167633646,-1.452375257,-0.58433652,-0.309640857,0.122438275,-0.134909845,-1.033527168,-1.619784832,-1.028166695,0.209240832,-0.341259565,-0.667053586,-0.307333739,-0.080324034,-0.327302613,-0.452247143,0.636579923,-0.405367354,-0.522993647,-0.321136543,-0.699786798,-0.871167389,-0.822141628,-0.895384427,0.326093118,0.450677703,0,0
12/27/2023,1188,-0.737094063,-0.33710037,-0.666957192,-0.767618009,0.542476015,-0.553368611,0.935170273,-0.389549865,-0.432070615,0.585482804,-0.254122098,-1.223900377,-0.792958382,-0.161205739,0.739054922,0.113821797,0.569586048,0.497259083,-0.01115038,-0.297162502,-0.318005557,1.035805182,-0.370348025,-0.588887971,0.514435642,-0.88905222,-0.691481528,-0.800360095,-0.133614193,0.501827176,2.377312043,0,0
12/28/2023,1130,-0.975710459,-0.185270461,-0.794583875,-0.91403001,-0.314687584,-0.481982249,-1.13481994,-0.135070525,-0.048672161,1.091937757,-0.317636823,-0.425261547,-0.628599371,-0.266140494,0.640738905,-0.237831983,0.144021801,0.020719128,-0.031253973,-0.116321835,-0.161917374,0.771586433,-0.340899952,-0.05666458,0.472953335,-0.816901313,-0.600644026,-0.611463225,0.725403305,1.535797329,0.003423302,0,0
12/29/2023,1170,-0.344620764,-0.993662137,-0.74868305,-0.470289021,-0.613886199,1.502558618,0.347104872,0.443006001,-0.201709359,0.829666442,-0.445643423,-0.492588658,-0.283110023,-0.413548841,0.640738905,-0.175775433,-0.637013757,-0.528337776,-0.178680323,-0.140433924,0.016879771,0.86545362,-0.290758638,-0.2137972,0.253689712,0.190597214,-0.071311139,-0.133659806,-0.036366929,0.534521884,-1.166318976,0,0
12/30/2023,999,-0.858705508,-1.092146403,-1.025207529,-1.456880662,0.170499359,0.310406371,-0.029256985,-0.158633427,-0.306419021,0.565586359,-0.68015933,-0.151309856,-0.326715474,-1.490379309,-0.113017223,-0.527429213,-0.682073501,-0.214097661,-0.236180923,-0.315246569,-0.265976163,0.678298673,-0.411734505,-1.085629803,-0.552252253,-0.448304291,-0.810167023,-0.607477668,-0.895384427,0.706169103,0.450677703,0,0
12/31/2023,464,-1.352521679,-0.681795298,-1.321883589,-1.855571805,-1.551914289,-0.93171633,-0.687890235,-1.33834938,-0.396630422,-0.185052233,-0.315682524,-1.523389938,-1.63655616,-1.305494264,-0.73568533,-0.217146466,-1.43306923,-1.315664658,-0.350101285,-0.530246028,-1.638862278,0.031078624,-0.477793696,-1.557027664,-1.611038756,-1.898642077,-1.530678594,-1.259440664,-0.944008059,-0.483100915,-1.063106422,0,1
1/1/2024,354,-1.103770996,-1.555843151,-1.282699959,-1.312721153,-0.557281056,-1.238677687,-1.640556186,-0.881229084,-0.52711477,0.135099649,-0.78178289,-1.37480597,-1.792529506,-1.392939893,-0.227719243,-0.403316114,-0.977465154,-1.383001825,-0.537734821,-0.620666361,-2.14420855,0.20258904,-0.512813026,-1.511408516,-1.605112713,-2.310111377,-1.229876064,-1.311530969,-0.133614193,-0.425885176,-0.409426914,0,1
1/2/2024,1151,-0.810797969,-1.051111292,-0.943481671,-0.941059918,0.396919932,-1.617025407,-1.158342556,-0.967626391,-0.501340084,0.545689915,-0.257053547,-1.244794998,0.261958124,-0.28362962,0.788212931,0.299991445,-0.446761506,1.379548637,-0.272713259,-0.152489969,-0.834562582,0.970909349,-0.365572661,-0.223934789,0.482830074,-0.09173242,-0.411233469,-0.419507671,-0.895384427,1.029029349,-1.166318976,0,0
1/3/2024,1259,-0.609954825,-0.156545884,-0.083680862,-1.033412104,-1.325493716,0.303267734,-0.793742007,-0.907933706,-0.093777861,0.046470032,-0.699702322,1.199875606,0.047285131,0.350975807,1.263407012,0.899871422,0.083942143,2.149609578,-0.453645598,-0.152489969,-0.205323112,0.755362475,-0.396612522,0.171431159,0.822589922,-0.070296281,-0.279729057,-0.222361624,-0.133614193,0.894163677,-0.409426914,0,0
1/4/2024,1210,-0.276444651,-0.468412724,-0.649044675,-0.139172648,0.07346197,-1.067350418,0.711705421,-0.545065017,-0.488452741,0.523984702,-1.249837555,-0.743324105,-0.217701845,0.723244344,0.810060934,0.610274192,-0.136349938,0.804592822,-0.49061027,-0.355433383,-0.350487996,0.559516122,-0.399000204,-0.122558905,0.22603484,-0.5445055,-0.606611453,-0.429332533,-0.895384427,0.550869238,-0.30621436,0,0
1/5/2024,1200,0.019292272,-1.338357065,-0.909895702,-0.197737449,-0.136785705,1.059963173,-0.288005762,-0.031393757,-0.541613031,-0.043968353,-1.308466531,-1.565179179,-0.159002198,-0.301118746,1.110470986,0.630959708,-0.151369852,1.844002433,-0.49795997,-0.353424043,-0.187788344,0.62730909,-0.357613723,-0.259416348,0.152946966,-0.532480349,-0.80663077,-0.341928338,3.918355138,1.229284438,0.553890256,0,0
1/6/2024,1185,-1.161812822,-1.026490226,-0.92333009,-0.880242625,0.219018053,0.802972269,-1.01720686,-0.44610083,-0.581885978,0.467912904,-1.088607868,-1.026562294,-0.274724359,0.258533284,0.526036886,0.44479006,0.098962057,-0.074243544,-0.535573145,-0.10225645,-0.812141075,0.261111175,-0.441978472,-0.644644707,-0.277678888,-0.250150715,-0.610368722,-0.258787763,1.778915331,1.315108047,1.517207427,0,0
1/7/2024,948,-0.957284483,-0.977248093,-0.979306705,-0.470289021,-1.147591837,-0.510536794,-0.499709306,-1.288081856,-0.264535156,0.086262921,-1.257654751,0.865561677,-1.044528296,-0.720857768,0.110924815,0.051765248,-1.137677576,0.842577891,-0.534924642,-0.273050413,-1.701814971,0.172458831,-0.461875819,-0.898084417,-0.816948879,-1.053744506,-1.24755733,-0.753274908,-0.798137163,0.293398409,-0.099789252,0,0
1/8/2024,1163,-0.940701104,-0.566896989,-0.982665302,-0.105385263,0.50204377,-0.660448154,-0.429141458,-0.950346929,-0.548056702,0.800726159,-1.329963823,-0.6481375,-0.380383723,0.27602241,0.531498887,0.899871422,-0.211449511,-0.131221147,-0.496662964,-0.172583376,-0.922523878,0.384529143,-0.461079925,-0.538200029,0.145045574,-0.866570415,-0.785634267,-0.431278968,0.676779674,0.579477108,-1.166318976,0,0
1/9/2024,1249,-0.710376397,1.739276219,-0.646805611,1.153757951,-0.290428237,2.016540425,-0.723174159,-0.623608024,-0.465899891,1.435603619,-0.822823173,0.647328974,-0.499460149,0.973089,1.585665067,1.43769485,0.349293967,-0.279708234,-0.51006536,-0.252957006,0.152846088,0.772745287,-0.354430147,0.267738249,1.304574823,-0.426868152,-0.853265108,-0.301980079,-0.846760795,0.832861098,-1.26953153,0,0
1/10/2024,1134,0.132612028,0.676466858,0.268971813,0.327093265,-0.816047426,1.980847244,-0.758458083,-0.865520483,-0.129218054,1.726815217,-1.152122593,0.15050133,0.397805878,0.291013089,1.929771125,1.189468653,0.129001887,1.010057513,-0.502283324,-0.23889162,0.118351462,0.685831225,-0.337716376,0.490765194,1.630507236,-0.508952879,-0.581857682,-0.194648099,1.48717354,1.061724057,-0.409426914,0,0
1/11/2024,1293,-0.370417131,1.029368808,-0.013150327,1.174030382,0.146240011,1.224151806,-0.170392682,-0.545065017,0.392719338,2.432234617,-1.199025775,1.276489215,0.760066554,0.763219489,1.247021009,1.292896235,-0.136349938,0.828765139,-0.47850488,-0.315246569,0.20803749,1.046814297,-0.334532801,0.35390775,1.055680981,0.704018882,-0.39266814,0.162290982,0.012256703,1.597099908,-0.30621436,0,0
1/12/2024,1374,-0.679973536,0.065043712,0.414511013,-0.123405202,-0.743269384,1.138488171,-0.687890235,0.164963759,0.047982912,1.835341279,-0.954738371,0.765731824,0.245186797,1.642672679,1.602051069,1.954832761,-0.652033672,0.72689609,-0.502715659,-0.248938324,0.400632485,0.570525236,-0.318614924,0.333632574,1.138645595,0.276341769,-0.534339281,0.157378552,-0.084990561,1.147547667,-0.30621436,0,0
1/13/2024,1455,-0.328037385,-0.365824947,-0.566199285,-1.443365708,0.146240011,0.603090455,-0.170392682,-0.658166946,-0.000344624,0.894782079,-1.145282546,-0.429904796,0.1378503,1.115500454,-0.031087209,1.872090696,-0.431741591,-0.141580711,-0.481531228,-0.082163043,0.077245366,0.203747894,-0.406163248,0.059917687,0.314925498,1.004647658,-0.608821612,0.337192059,-0.084990561,0.064535451,-0.30621436,0,0
1/14/2024,1514,-0.950835391,-0.300168771,-0.290794338,-0.729325639,-0.94543061,4.28662674,0.782273269,-0.491655773,0.160747163,0.701243936,-0.951806922,1.009502397,-0.579962521,1.665158698,0.242012837,3.299391331,0.584605962,0.151940275,-0.467696497,-0.206742169,-0.014452848,0.862556485,-0.384674114,0.470490017,0.692216958,1.204892565,-0.775688555,0.593472651,-0.084990561,1.372323787,-1.166318976,0,0
1/15/2024,1828,-0.482815587,-0.185270461,-0.438572602,-0.34414945,0.526303117,2.773235864,-1.758169266,-0.615753723,-0.142105397,0.826048907,-0.876566402,-0.176847725,0.214998407,2.114879079,1.01761697,4.188868539,-0.606973928,1.035956423,-0.4395947,-0.009826776,0.518489124,1.061879401,-0.357613723,0.830374405,1.531739838,2.785938515,-0.419190039,1.057187589,0.725403305,1.237458115,-0.409426914,0,0
1/16/2024,1737,-0.95912708,-0.378135481,-0.840484699,0.239246064,-1.301234369,3.073058584,-0.605561079,0.033011508,-0.059948586,0.706670239,-0.992847206,-0.021298884,0.194872814,1.222933656,1.361723028,4.292296121,0.319254138,0.051797821,-0.418842604,0.000219928,1.445532199,0.887471849,-0.281207912,0.901337524,1.53964123,1.78471398,0.16186055,1.118732006,2.39481467,1.507189459,-0.30621436,0,0
1/17/2024,1597,0.300288414,-0.505344323,-0.696065032,-0.853212717,-2.150311519,4.565033553,-0.429141458,0.348754393,-0.085723272,1.09736406,-0.98307571,0.456955764,0.808703404,1.297887053,1.531045057,3.051165134,-0.371661933,0.766607753,-0.457320449,0.00624795,1.678370924,0.662074715,-0.30349294,0.840511994,1.656186759,1.393635154,-0.077720598,1.054963092,0.871274201,0.624432332,1.413994873,0,0
1/18/2024,1070,0.654067163,0.405635129,-0.294152935,-1.146036721,-1.212283429,1.345508621,-0.429141458,0.966102422,0.594084072,0.965324019,-1.248860405,-0.327753318,-0.205961916,1.257911908,1.454577044,2.554712739,0.334274053,1.244874302,-0.483260569,-0.106275131,1.830434734,0.637738778,-0.288370957,0.582003489,0.949012192,0.605726342,0.062624448,0.488735917,-0.846760795,0.718429619,-0.099789252,0,0
1/19/2024,1520,0.025741364,1.337132137,0.289123395,-0.145930125,-0.686664241,1.117072262,-1.01720686,-0.730426512,0.354057309,0.491426884,-1.1345339,-0.144344982,0.124433238,1.187955405,1.454577044,2.368543091,0.129001887,0.493805895,-0.476991706,-0.090200406,0.855099183,0.6232531,-0.321002605,0.343770162,0.862096882,1.508135506,0.083841966,0.479652555,-0.944008059,0.436437759,0.553890256,0,0
1/20/2024,1266,-0.427537658,-0.205788017,-1.0207294,-1.098734382,-0.840306773,1.673885887,-0.793742007,-0.039248057,-0.530336606,0.482383045,-1.043658986,0.21782844,-0.155647933,0.243542604,0.181930827,1.582493465,-0.887345667,-0.329779461,-0.509633024,-0.148471287,0.721719963,0.1290018,-0.387061796,-0.147902876,0.115415355,1.561987269,-0.137173853,-0.11586383,-0.944008059,0.706169103,-0.203001806,0,0
1/21/2024,935,-0.774867315,0.110182334,-0.877429265,-0.258554742,0.146240011,1.559667708,0.41767272,-0.83410328,-0.39018675,0.397370964,-1.157008341,-0.573845516,-0.782895585,0.443418329,0.149158821,1.168783136,0.304234223,-0.980705414,-0.531682127,-0.407676243,-0.207047843,0.330642425,-0.39820431,-0.325310673,-0.18878823,0.299346406,-0.82674321,-0.540372008,-0.944008059,1.253805469,0.553890256,0,0
1/22/2024,976,0.127084235,-0.751554986,0.08760758,0.58387739,-1.147591837,1.359785894,-0.029256985,-0.353420082,-0.441736122,0.205641588,-1.073950624,1.350781199,-0.517908609,0.543356192,0.886528947,0.755072807,0.629665706,1.227608362,-0.541842007,-0.34538668,-0.311106632,0.579216642,-0.407755036,-0.284760319,0.020598653,-0.24335389,-0.74054704,-0.793501229,0.676779674,0.804253228,-1.063106422,0,0
1/23/2024,972,-0.69287172,-0.451998679,-0.582992269,-0.832940286,-1.115246041,1.15990408,-0.099824833,-1.146704445,-0.169491001,0.364813145,-0.940081127,0.656615472,1.241403656,1.113002008,1.552893061,0.899871422,0.144021801,0.844304485,-0.393767154,-0.158517991,0.350902733,0.547348153,-0.339308164,-0.163109258,1.300624127,0.206282194,0.395474272,-0.13986986,-0.036366929,0.947292578,-1.26953153,0,0
1/24/2024,819,-0.468996105,-0.915695428,-0.122864493,-1.371285954,-0.888825467,0.067692739,-0.981922936,-1.093295201,-0.33702646,1.01958705,-0.72999396,1.072186258,-0.648724964,0.118620276,1.176014997,0.320676962,-0.637013757,1.331204004,-0.490394102,2.841427736,-0.230906626,0.786651537,-0.38387822,-0.386136203,0.441347767,-0.152381008,0.363647994,-0.528786086,2.346191038,0.767471681,-0.409426914,0,0
1/25/2024,786,-0.360282844,-0.566896989,-0.204590351,-0.046820463,-0.258082441,0.117663193,-1.381807409,-0.681729848,-0.240371388,0.372048216,-0.584398668,-1.221578753,-0.606796645,-1.070640287,0.231088835,0.010394215,0.569586048,0.239996571,-0.522819252,9.649074169,-0.288685125,0.932087735,-0.32816565,-0.026251815,-0.16903475,-0.660051516,-0.21983377,-0.550474932,0.871274201,0.947292578,-1.166318976,0,0
1/26/2024,995,-0.170495286,-0.722830408,-0.659120466,0.034269261,-0.791788078,-0.039386804,-0.829025931,-0.359703523,-0.467510809,0.73741929,-0.691885125,-1.244794998,-0.278078624,-0.635910585,0.460492875,0.010394215,-0.106310109,-0.517978212,-0.425543801,3.458295344,0.885281981,0.656280444,-0.347267103,-0.082008551,-0.02483435,0.461424529,0.701581181,-0.19177479,-0.036366929,1.2783265,0.450677703,0,0
1/27/2024,879,-0.620089112,-0.644863699,-0.741965856,-0.303604588,-0.460243667,-0.060802712,-0.170392682,-1.387046044,-0.577053224,1.243874243,-0.828686071,-0.773505223,-1.207210173,-0.943219512,-0.178561234,-0.072347851,-0.401701762,-1.07739468,-0.44326955,1.302272728,0.242532116,0.708428881,-0.399796097,-0.59902556,-0.649044303,-0.181659637,0.030135122,-0.367046617,-0.895384427,0.395569373,-0.203001806,0,0
